contig window number,position in contig,number of reads starting in window,%GC content
NZ_LLJK01000019.1-25,2500-2600,65,0.315075951434638
NZ_LLJK01000019.1-26,2600-2700,69,0.334875791524598
NZ_LLJK01000019.1-27,2700-2800,59,0.330293087147545
NZ_LLJK01000019.1-28,2800-2900,53,0.284116767440348
NZ_LLJK01000019.1-29,2900-3000,66,0.271317829457364
NZ_LLJK01000019.1-30,3000-3100,46,0.266086956521739
NZ_LLJK01000019.1-31,3100-3200,47,0.291181364392679
NZ_LLJK01000019.1-32,3200-3300,74,0.311724137931034
NZ_LLJK01000019.1-33,3300-3400,38,0.331624082751304
NZ_LLJK01000019.1-34,3400-3500,62,0.368946696086401
NZ_LLJK01000019.1-35,3500-3600,50,0.347078609692289
NZ_LLJK01000019.1-36,3600-3700,50,0.320383036935704
NZ_LLJK01000019.1-37,3700-3800,46,0.303488892202177
NZ_LLJK01000019.1-38,3800-3900,49,0.334869213865457
NZ_LLJK01000019.1-39,3900-4000,70,0.383192305670889
NZ_LLJK01000019.1-40,4000-4100,55,0.383715200788372
NZ_LLJK01000019.1-41,4100-4200,59,0.3557666505662
NZ_LLJK01000019.1-42,4200-4300,59,0.345707656612529
NZ_LLJK01000019.1-43,4300-4400,70,0.311103841480512
NZ_LLJK01000019.1-44,4400-4500,67,0.293196571032159
NZ_LLJK01000019.1-45,4500-4600,38,0.262861169837914
NZ_LLJK01000019.1-46,4600-4700,62,0.241358617378781
NZ_LLJK01000019.1-47,4700-4800,46,0.225494624627338
NZ_LLJK01000019.1-48,4800-4900,72,0.221906858202039
NZ_LLJK01000019.1-49,4900-5000,52,0.247806532478065
NZ_LLJK01000019.1-50,5000-5100,63,0.300123571207909
NZ_LLJK01000019.1-51,5100-5200,54,0.380868337451465
NZ_LLJK01000019.1-52,5200-5300,84,0.421843264993294
NZ_LLJK01000019.1-53,5300-5400,66,0.43564253370114
NZ_LLJK01000019.1-54,5400-5500,34,0.422525663374007
NZ_LLJK01000019.1-55,5500-5600,84,0.399906070212516
NZ_LLJK01000019.1-56,5600-5700,68,0.356602380732675
NZ_LLJK01000019.1-57,5700-5800,57,0.321797407163261
NZ_LLJK01000019.1-58,5800-5900,80,0.326233085988651
NZ_LLJK01000019.1-59,5900-6000,84,0.358005798969072
NZ_LLJK01000019.1-60,6000-6100,56,0.390963218518725
NZ_LLJK01000019.1-61,6100-6200,73,0.412519422863485
NZ_LLJK01000019.1-62,6200-6300,50,0.440028901734104
NZ_LLJK01000019.1-63,6300-6400,52,0.44632667617689
NZ_LLJK01000019.1-64,6400-6500,57,0.439141369830965
NZ_LLJK01000019.1-65,6500-6600,63,0.434197205912128
NZ_LLJK01000019.1-66,6600-6700,62,0.413204180474127
NZ_LLJK01000019.1-67,6700-6800,81,0.395018903223292
NZ_LLJK01000019.1-68,6800-6900,52,0.367933491686461
NZ_LLJK01000019.1-69,6900-7000,63,0.34622632153129
NZ_LLJK01000019.1-70,7000-7100,65,0.315258696287635
NZ_LLJK01000019.1-71,7100-7200,57,0.27368818422046
NZ_LLJK01000019.1-72,7200-7300,61,0.260093838745524
NZ_LLJK01000019.1-73,7300-7400,69,0.259753429044137
NZ_LLJK01000019.1-74,7400-7500,59,0.280632202135532
NZ_LLJK01000019.1-75,7500-7600,58,0.309963311167163
NZ_LLJK01000019.1-76,7600-7700,57,0.348901414931554
NZ_LLJK01000019.1-77,7700-7800,83,0.387871130764371
NZ_LLJK01000019.1-78,7800-7900,65,0.403254437869822
NZ_LLJK01000019.1-79,7900-8000,46,0.409747420846674
NZ_LLJK01000019.1-80,8000-8100,75,0.386947867699996
NZ_LLJK01000019.1-81,8100-8200,73,0.375847857817464
NZ_LLJK01000019.1-82,8200-8300,68,0.360674587964738
NZ_LLJK01000019.1-83,8300-8400,79,0.359665747760165
NZ_LLJK01000019.1-84,8400-8500,80,0.359119046616415
NZ_LLJK01000019.1-85,8500-8600,67,0.384387401416587
NZ_LLJK01000019.1-86,8600-8700,72,0.421667265540783
NZ_LLJK01000019.1-87,8700-8800,71,0.441491291727141
NZ_LLJK01000019.1-88,8800-8900,43,0.412900641025641
NZ_LLJK01000019.1-89,8900-9000,57,0.366255829447035
NZ_LLJK01000019.1-90,9000-9100,52,0.333628017681061
NZ_LLJK01000019.1-91,9100-9200,37,0.333104572359955
NZ_LLJK01000019.1-92,9200-9300,73,0.3552713940803
NZ_LLJK01000019.1-93,9300-9400,50,0.329947203100982
NZ_LLJK01000019.1-94,9400-9500,65,0.293617655830599
NZ_LLJK01000019.1-95,9500-9600,61,0.261699716713881
NZ_LLJK01000019.1-96,9600-9700,67,0.269043505575624
NZ_LLJK01000019.1-97,9700-9800,39,0.310669364060164
NZ_LLJK01000019.1-98,9800-9900,42,0.31583695563028
NZ_LLJK01000019.1-99,9900-10000,87,0.301841763942931
NZ_LLJK01000019.1-100,10000-10100,56,0.278702445652174
NZ_LLJK01000019.1-101,10100-10200,69,0.249165076335878
NZ_LLJK01000019.1-102,10200-10300,50,0.236575658124433
NZ_LLJK01000019.1-103,10300-10400,67,0.240016034474119
NZ_LLJK01000019.1-104,10400-10500,47,0.286869409660107
NZ_LLJK01000019.1-105,10500-10600,49,0.342836727402644
NZ_LLJK01000019.1-106,10600-10700,48,0.402210036556996
NZ_LLJK01000019.1-107,10700-10800,81,0.438255964048382
NZ_LLJK01000019.1-108,10800-10900,67,0.404625471064994
NZ_LLJK01000019.1-109,10900-11000,66,0.359261604403098
NZ_LLJK01000019.1-110,11000-11100,55,0.301388640562608
NZ_LLJK01000019.1-111,11100-11200,47,0.267620906527868
NZ_LLJK01000019.1-112,11200-11300,70,0.255651459103987
NZ_LLJK01000019.1-113,11300-11400,49,0.306995087525081
NZ_LLJK01000019.1-114,11400-11500,91,0.33549684961664
NZ_LLJK01000019.1-115,11500-11600,55,0.398597378707749
NZ_LLJK01000019.1-116,11600-11700,61,0.398380170680002
NZ_LLJK01000019.1-117,11700-11800,46,0.423372084188132
NZ_LLJK01000019.1-118,11800-11900,71,0.460461646480604
NZ_LLJK01000019.1-119,11900-12000,45,0.447780584626489
NZ_LLJK01000019.1-120,12000-12100,43,0.422653296071018
NZ_LLJK01000019.1-121,12100-12200,70,0.363640673145295
NZ_LLJK01000019.1-122,12200-12300,81,0.321086938119021
NZ_LLJK01000019.1-123,12300-12400,61,0.338836565096953
NZ_LLJK01000019.1-124,12400-12500,60,0.320979335130279
NZ_LLJK01000019.1-125,12500-12600,57,0.309470768860256
NZ_LLJK01000019.1-126,12600-12700,62,0.291896478574459
NZ_LLJK01000019.1-127,12700-12800,65,0.284153887543718
NZ_LLJK01000019.1-128,12800-12900,53,0.279921388797904
NZ_LLJK01000019.1-129,12900-13000,52,0.27048105459314
NZ_LLJK01000019.1-130,13000-13100,41,0.266203107562881
NZ_LLJK01000019.1-131,13100-13200,56,0.311309177807918
NZ_LLJK01000019.1-132,13200-13300,40,0.356788012053099
NZ_LLJK01000019.1-133,13300-13400,44,0.380705009276438
NZ_LLJK01000019.1-134,13400-13500,47,0.395481862283687
NZ_LLJK01000019.1-135,13500-13600,55,0.375159902314223
NZ_LLJK01000019.1-136,13600-13700,50,0.369988471884206
NZ_LLJK01000019.1-137,13700-13800,58,0.356763243613921
NZ_LLJK01000019.1-138,13800-13900,71,0.343020439794633
NZ_LLJK01000019.1-139,13900-14000,62,0.366784377800032
NZ_LLJK01000019.1-140,14000-14100,58,0.383959872714525
NZ_LLJK01000019.1-141,14100-14200,48,0.368781797625777
NZ_LLJK01000019.1-142,14200-14300,62,0.380001094630836
NZ_LLJK01000019.1-143,14300-14400,50,0.397953040337146
NZ_LLJK01000019.1-144,14400-14500,49,0.417233560090703
NZ_LLJK01000019.1-145,14500-14600,79,0.422613569815109
NZ_LLJK01000019.1-146,14600-14700,61,0.439054459691252
NZ_LLJK01000019.1-147,14700-14800,65,0.427671345149063
NZ_LLJK01000019.1-148,14800-14900,46,0.440912435614422
NZ_LLJK01000019.1-149,14900-15000,60,0.429633070134696
NZ_LLJK01000019.1-150,15000-15100,62,0.422113231687813
NZ_LLJK01000019.1-151,15100-15200,74,0.372274988692899
NZ_LLJK01000019.1-152,15200-15300,64,0.334877564526803
NZ_LLJK01000019.1-153,15300-15400,49,0.329249617151608
NZ_LLJK01000019.1-154,15400-15500,65,0.35760542552649
NZ_LLJK01000019.1-155,15500-15600,50,0.38345617267702
NZ_LLJK01000019.1-156,15600-15700,38,0.406133000534855
NZ_LLJK01000019.1-157,15700-15800,63,0.410920601424426
NZ_LLJK01000019.1-158,15800-15900,61,0.405550092865727
NZ_LLJK01000019.1-159,15900-16000,58,0.382682843081149
NZ_LLJK01000019.1-160,16000-16100,67,0.362908986998143
NZ_LLJK01000019.1-161,16100-16200,71,0.390120876124693
NZ_LLJK01000019.1-162,16200-16300,41,0.386446178811529
NZ_LLJK01000019.1-163,16300-16400,57,0.363151757454606
NZ_LLJK01000019.1-164,16400-16500,56,0.350526315789474
NZ_LLJK01000019.1-165,16500-16600,49,0.353915772571345
NZ_LLJK01000019.1-166,16600-16700,72,0.376803394625177
NZ_LLJK01000019.1-167,16700-16800,68,0.377064853667605
NZ_LLJK01000019.1-168,16800-16900,60,0.384505349888425
NZ_LLJK01000019.1-169,16900-17000,69,0.398696158323632
NZ_LLJK01000019.1-170,17000-17100,53,0.387323943661972
NZ_LLJK01000019.1-171,17100-17200,51,0.349474451667781
NZ_LLJK01000019.1-172,17200-17300,74,0.33538110491904
NZ_LLJK01000019.1-173,17300-17400,63,0.326609649830563
NZ_LLJK01000019.1-174,17400-17500,79,0.354444142430008
NZ_LLJK01000019.1-175,17500-17600,78,0.362733220256845
NZ_LLJK01000019.1-176,17600-17700,72,0.38144102880296
NZ_LLJK01000019.1-177,17700-17800,71,0.398532774390244
NZ_LLJK01000019.1-178,17800-17900,63,0.416527500942736
NZ_LLJK01000019.1-179,17900-18000,60,0.399086310980584
NZ_LLJK01000019.1-180,18000-18100,68,0.386525997066755
NZ_LLJK01000019.1-181,18100-18200,76,0.383263706447306
NZ_LLJK01000019.1-182,18200-18300,50,0.385564215520163
NZ_LLJK01000019.1-183,18300-18400,62,0.342054159024706
NZ_LLJK01000019.1-184,18400-18500,59,0.307830314254297
NZ_LLJK01000019.1-185,18500-18600,53,0.272168855779912
NZ_LLJK01000019.1-186,18600-18700,72,0.277219934292721
NZ_LLJK01000019.1-187,18700-18800,65,0.28567152265017
NZ_LLJK01000019.1-188,18800-18900,38,0.288722546680925
NZ_LLJK01000019.1-189,18900-19000,55,0.279796601761131
NZ_LLJK01000019.1-190,19000-19100,76,0.274684258495725
NZ_LLJK01000019.1-191,19100-19200,55,0.27415268743581
NZ_LLJK01000019.1-192,19200-19300,74,0.311096464384916
NZ_LLJK01000019.1-193,19300-19400,80,0.374395710644282
NZ_LLJK01000019.1-194,19400-19500,59,0.445704504118969
NZ_LLJK01000019.1-195,19500-19600,59,0.454043032676933
NZ_LLJK01000019.1-196,19600-19700,60,0.434283306115998
NZ_LLJK01000019.1-197,19700-19800,70,0.407353900643117
NZ_LLJK01000019.1-198,19800-19900,69,0.392499881477267
NZ_LLJK01000019.1-199,19900-20000,80,0.39713795989955
NZ_LLJK01000019.1-200,20000-20100,62,0.385218192993239
NZ_LLJK01000019.1-201,20100-20200,61,0.370892018779343
NZ_LLJK01000019.1-202,20200-20300,98,0.358191507649991
NZ_LLJK01000019.1-203,20300-20400,68,0.35864895560713
NZ_LLJK01000019.1-204,20400-20500,56,0.351636161952302
NZ_LLJK01000019.1-205,20500-20600,73,0.335601003444024
NZ_LLJK01000019.1-206,20600-20700,85,0.319577844425041
NZ_LLJK01000019.1-207,20700-20800,52,0.267874875868918
NZ_LLJK01000019.1-208,20800-20900,53,0.265550383848153
NZ_LLJK01000019.1-209,20900-21000,52,0.264078370094357
NZ_LLJK01000019.1-210,21000-21100,55,0.281878348566026
NZ_LLJK01000019.1-211,21100-21200,46,0.30368075532935
NZ_LLJK01000019.1-212,21200-21300,51,0.294789566917109
NZ_LLJK01000019.1-213,21300-21400,70,0.277278758803715
NZ_LLJK01000019.1-214,21400-21500,62,0.265246747543503
NZ_LLJK01000019.1-215,21500-21600,43,0.249073082310291
NZ_LLJK01000019.1-216,21600-21700,55,0.239430116746916
NZ_LLJK01000019.1-217,21700-21800,61,0.245659285354806
NZ_LLJK01000019.1-218,21800-21900,59,0.294439163498099
NZ_LLJK01000019.1-219,21900-22000,54,0.340062926061877
NZ_LLJK01000019.1-220,22000-22100,61,0.347977089934195
NZ_LLJK01000019.1-221,22100-22200,62,0.321676646706587
NZ_LLJK01000019.1-222,22200-22300,53,0.298214910745537
NZ_LLJK01000019.1-223,22300-22400,66,0.328297264189465
NZ_LLJK01000019.1-224,22400-22500,52,0.341022683583237
NZ_LLJK01000019.1-225,22500-22600,84,0.385645237178665
NZ_LLJK01000019.1-226,22600-22700,84,0.427389667866154
NZ_LLJK01000019.1-227,22700-22800,62,0.462687333196469
NZ_LLJK01000019.1-228,22800-22900,55,0.490243314863888
NZ_LLJK01000019.1-229,22900-23000,74,0.472145328719723
NZ_LLJK01000019.1-230,23000-23100,50,0.489889763779528
NZ_LLJK01000019.1-231,23100-23200,56,0.488193857424627
NZ_LLJK01000019.1-232,23200-23300,69,0.495271700776288
NZ_LLJK01000019.1-233,23300-23400,60,0.487448046550291
NZ_LLJK01000019.1-234,23400-23500,58,0.495425261220291
NZ_LLJK01000019.1-235,23500-23600,43,0.508899192342208
NZ_LLJK01000019.1-236,23600-23700,52,0.510520951981296
NZ_LLJK01000019.1-237,23700-23800,44,0.524683454260919
NZ_LLJK01000019.1-238,23800-23900,35,0.533513938652451
NZ_LLJK01000019.1-239,23900-24000,29,0.543892460549386
NZ_LLJK01000019.1-240,24000-24100,127,0.538256553745711
NZ_LLJK01000019.1-241,24100-24200,48,0.524038131815376
NZ_LLJK01000019.1-242,24200-24300,57,0.487601527620892
NZ_LLJK01000019.1-243,24300-24400,64,0.476471718044752
NZ_LLJK01000019.1-244,24400-24500,73,0.48392742796158
NZ_LLJK01000019.1-245,24500-24600,56,0.509682282003711
NZ_LLJK01000019.1-246,24600-24700,59,0.519822391373295
NZ_LLJK01000019.1-247,24700-24800,58,0.513767919935083
NZ_LLJK01000019.1-248,24800-24900,48,0.516970394959691
NZ_LLJK01000019.1-249,24900-25000,55,0.520426690876078
NZ_LLJK01000019.1-250,25000-25100,65,0.53945178658835
NZ_LLJK01000019.1-251,25100-25200,47,0.562200790952612
NZ_LLJK01000019.1-252,25200-25300,61,0.556509754028838
NZ_LLJK01000019.1-253,25300-25400,79,0.545719210879142
NZ_LLJK01000019.1-254,25400-25500,64,0.501219636141884
NZ_LLJK01000019.1-255,25500-25600,64,0.44751137865218
NZ_LLJK01000019.1-256,25600-25700,80,0.409418647768942
NZ_LLJK01000019.1-257,25700-25800,82,0.417633874969983
NZ_LLJK01000019.1-258,25800-25900,78,0.434614251441559
NZ_LLJK01000019.1-259,25900-26000,55,0.442621029187669
NZ_LLJK01000019.1-260,26000-26100,69,0.449863590676303
NZ_LLJK01000019.1-261,26100-26200,74,0.408618061160434
NZ_LLJK01000019.1-262,26200-26300,88,0.424224714176133
NZ_LLJK01000019.1-263,26300-26400,58,0.418710213119291
NZ_LLJK01000019.1-264,26400-26500,71,0.422143720368132
NZ_LLJK01000019.1-265,26500-26600,82,0.416894560923731
NZ_LLJK01000019.1-266,26600-26700,74,0.405219184027778
NZ_LLJK01000019.1-267,26700-26800,49,0.415478756692859
NZ_LLJK01000019.1-268,26800-26900,69,0.419828641370869
NZ_LLJK01000019.1-269,26900-27000,51,0.417431803060546
NZ_LLJK01000019.1-270,27000-27100,71,0.39787701317716
NZ_LLJK01000019.1-271,27100-27200,80,0.402138091793264
NZ_LLJK01000019.1-272,27200-27300,58,0.392785122115169
NZ_LLJK01000019.1-273,27300-27400,82,0.388143966125617
NZ_LLJK01000019.1-274,27400-27500,59,0.396729354047424
NZ_LLJK01000019.1-275,27500-27600,57,0.402190227361165
NZ_LLJK01000019.1-276,27600-27700,54,0.416259961697659
NZ_LLJK01000019.1-277,27700-27800,64,0.412304239644826
NZ_LLJK01000019.1-278,27800-27900,80,0.417176392792197
NZ_LLJK01000019.1-279,27900-28000,62,0.414531414531414
NZ_LLJK01000019.1-280,28000-28100,85,0.400084059300015
NZ_LLJK01000019.1-281,28100-28200,65,0.394319715985799
NZ_LLJK01000019.1-282,28200-28300,57,0.401180269457744
NZ_LLJK01000019.1-283,28300-28400,78,0.43095260266319
NZ_LLJK01000019.1-284,28400-28500,62,0.423190880329433
NZ_LLJK01000019.1-285,28500-28600,56,0.418304668304668
NZ_LLJK01000019.1-286,28600-28700,60,0.396677493211224
NZ_LLJK01000019.1-287,28700-28800,52,0.396146162273635
NZ_LLJK01000019.1-288,28800-28900,57,0.387014428412875
NZ_LLJK01000019.1-289,28900-29000,76,0.39428490990991
NZ_LLJK01000019.1-290,29000-29100,69,0.375804505229284
NZ_LLJK01000019.1-291,29100-29200,62,0.395710209904218
NZ_LLJK01000019.1-292,29200-29300,60,0.389861454193964
NZ_LLJK01000019.1-293,29300-29400,54,0.386375638091885
NZ_LLJK01000019.1-294,29400-29500,76,0.37434701895264
NZ_LLJK01000019.1-295,29500-29600,44,0.355489393375512
NZ_LLJK01000019.1-296,29600-29700,40,0.332861307788421
NZ_LLJK01000019.1-297,29700-29800,60,0.322127104711151
NZ_LLJK01000019.1-298,29800-29900,60,0.338535903558325
NZ_LLJK01000019.1-299,29900-30000,73,0.360669795992056
NZ_LLJK01000019.1-300,30000-30100,56,0.356926548304732
NZ_LLJK01000019.1-301,30100-30200,58,0.348334274421231
NZ_LLJK01000019.1-302,30200-30300,52,0.350729232720355
NZ_LLJK01000019.1-303,30300-30400,63,0.351088015589477
NZ_LLJK01000019.1-304,30400-30500,59,0.380912471845372
NZ_LLJK01000019.1-305,30500-30600,42,0.410876132930514
NZ_LLJK01000019.1-306,30600-30700,68,0.407889012423261
NZ_LLJK01000019.1-307,30700-30800,69,0.40988952158466
NZ_LLJK01000019.1-308,30800-30900,57,0.366501094910004
NZ_LLJK01000019.1-309,30900-31000,65,0.373731127943525
NZ_LLJK01000019.1-310,31000-31100,42,0.40890794539727
NZ_LLJK01000019.1-311,31100-31200,60,0.440078170390324
NZ_LLJK01000019.1-312,31200-31300,81,0.416928027371594
NZ_LLJK01000019.1-313,31300-31400,55,0.384249743062693
NZ_LLJK01000019.1-314,31400-31500,60,0.338132295719844
NZ_LLJK01000019.1-315,31500-31600,47,0.363122793252256
NZ_LLJK01000019.1-316,31600-31700,33,0.405672823218997
NZ_LLJK01000019.1-317,31700-31800,44,0.401373825018077
NZ_LLJK01000019.1-318,31800-31900,41,0.411379579111457
NZ_LLJK01000019.1-319,31900-32000,65,0.391366980501106
NZ_LLJK01000019.1-320,32000-32100,62,0.402432490355765
NZ_LLJK01000019.1-321,32100-32200,84,0.434421010744131
NZ_LLJK01000019.1-322,32200-32300,79,0.459878319493546
NZ_LLJK01000019.1-323,32300-32400,66,0.457302547187099
NZ_LLJK01000019.1-324,32400-32500,61,0.431426167437947
NZ_LLJK01000019.1-325,32500-32600,53,0.422633891461822
NZ_LLJK01000019.1-326,32600-32700,62,0.430770763788551
NZ_LLJK01000019.1-327,32700-32800,70,0.457650461368957
NZ_LLJK01000019.1-328,32800-32900,64,0.458804275558738
NZ_LLJK01000019.1-329,32900-33000,48,0.455322759610991
NZ_LLJK01000019.1-330,33000-33100,63,0.439851394484852
NZ_LLJK01000019.1-331,33100-33200,56,0.426668982687743
NZ_LLJK01000019.1-332,33200-33300,69,0.404011998500187
NZ_LLJK01000019.1-333,33300-33400,47,0.408548376341935
NZ_LLJK01000019.1-334,33400-33500,55,0.38201114668564
NZ_LLJK01000019.1-335,33500-33600,64,0.38020292006929
NZ_LLJK01000019.1-336,33600-33700,52,0.364429530201342
NZ_LLJK01000019.1-337,33700-33800,63,0.349889258028793
NZ_LLJK01000019.1-338,33800-33900,61,0.37746006019912
NZ_LLJK01000019.1-339,33900-34000,69,0.385387618516453
NZ_LLJK01000019.1-340,34000-34100,56,0.390841442472811
NZ_LLJK01000019.1-341,34100-34200,67,0.372784712590538
NZ_LLJK01000019.1-342,34200-34300,63,0.381191970537891
NZ_LLJK01000019.1-343,34300-34400,68,0.384640630127995
NZ_LLJK01000019.1-344,34400-34500,81,0.417998667998668
NZ_LLJK01000019.1-345,34500-34600,80,0.408963357598926
NZ_LLJK01000019.1-346,34600-34700,67,0.388512488623723
NZ_LLJK01000019.1-347,34700-34800,83,0.354553831976655
NZ_LLJK01000019.1-348,34800-34900,64,0.348080676642811
NZ_LLJK01000019.1-349,34900-35000,62,0.372451411322353
NZ_LLJK01000019.1-350,35000-35100,84,0.396091181143089
NZ_LLJK01000019.1-351,35100-35200,44,0.407792766934558
NZ_LLJK01000019.1-352,35200-35300,50,0.389755011135857
NZ_LLJK01000019.1-353,35300-35400,69,0.410603496897913
NZ_LLJK01000019.1-354,35400-35500,53,0.432970215981361
NZ_LLJK01000019.1-355,35500-35600,58,0.452265993635466
NZ_LLJK01000019.1-356,35600-35700,47,0.470124990968861
NZ_LLJK01000019.1-357,35700-35800,51,0.464240550793874
NZ_LLJK01000019.1-358,35800-35900,55,0.460873600556877
NZ_LLJK01000019.1-359,35900-36000,72,0.429438543247345
NZ_LLJK01000019.1-360,36000-36100,61,0.409826883910387
NZ_LLJK01000019.1-361,36100-36200,63,0.393918634064081
NZ_LLJK01000019.1-362,36200-36300,71,0.36625961103573
NZ_LLJK01000019.1-363,36300-36400,70,0.377163397532617
NZ_LLJK01000019.1-364,36400-36500,56,0.393482196741098
NZ_LLJK01000019.1-365,36500-36600,60,0.425326041228439
NZ_LLJK01000019.1-366,36600-36700,47,0.447837150127227
NZ_LLJK01000019.1-367,36700-36800,54,0.447907822922984
NZ_LLJK01000019.1-368,36800-36900,58,0.422396206649391
NZ_LLJK01000019.1-369,36900-37000,53,0.437363287023352
NZ_LLJK01000019.1-370,37000-37100,60,0.4327495042961
NZ_LLJK01000019.1-371,37100-37200,59,0.428719685383439
NZ_LLJK01000019.1-372,37200-37300,64,0.409863178469403
NZ_LLJK01000019.1-373,37300-37400,68,0.381479214726237
NZ_LLJK01000019.1-374,37400-37500,55,0.36825340647673
NZ_LLJK01000019.1-375,37500-37600,39,0.397642950676561
NZ_LLJK01000019.1-376,37600-37700,30,0.408697073728952
NZ_LLJK01000019.1-377,37700-37800,34,0.382293392232652
NZ_LLJK01000019.1-378,37800-37900,107,0.314584370333499
NZ_LLJK01000019.1-379,37900-38000,62,0.301716491887098
NZ_LLJK01000019.1-380,38000-38100,56,0.355036714089032
NZ_LLJK01000019.1-381,38100-38200,49,0.376538842507429
NZ_LLJK01000019.1-382,38200-38300,46,0.397469398982258
NZ_LLJK01000019.1-383,38300-38400,48,0.384880147510756
NZ_LLJK01000019.1-384,38400-38500,53,0.383354426565419
NZ_LLJK01000019.1-385,38500-38600,62,0.378449476453294
NZ_LLJK01000019.1-386,38600-38700,45,0.386638733705773
NZ_LLJK01000019.1-387,38700-38800,98,0.397161689534571
NZ_LLJK01000019.1-388,38800-38900,49,0.404804727646454
NZ_LLJK01000019.1-389,38900-39000,47,0.392591562999513
NZ_LLJK01000019.1-390,39000-39100,59,0.392961714822385
NZ_LLJK01000019.1-391,39100-39200,63,0.381055067585336
NZ_LLJK01000019.1-392,39200-39300,65,0.380433089266241
NZ_LLJK01000019.1-393,39300-39400,44,0.381312729010674
NZ_LLJK01000019.1-394,39400-39500,55,0.396482381895672
NZ_LLJK01000019.1-395,39500-39600,44,0.423215467176358
NZ_LLJK01000019.1-396,39600-39700,39,0.45028643176646
NZ_LLJK01000019.1-397,39700-39800,72,0.443762589591043
NZ_LLJK01000019.1-398,39800-39900,56,0.441018847473957
NZ_LLJK01000019.1-399,39900-40000,35,0.429912875121007
NZ_LLJK01000019.1-400,40000-40100,51,0.433764247984431
NZ_LLJK01000019.1-401,40100-40200,59,0.38293149164457
NZ_LLJK01000019.1-402,40200-40300,65,0.337931425976385
NZ_LLJK01000019.1-403,40300-40400,50,0.28345488814226
NZ_LLJK01000019.1-404,40400-40500,56,0.326094930672731
NZ_LLJK01000019.1-405,40500-40600,52,0.386071282261368
NZ_LLJK01000019.1-406,40600-40700,59,0.371172973273323
NZ_LLJK01000019.1-407,40700-40800,62,0.385538896132116
NZ_LLJK01000019.1-408,40800-40900,59,0.397360939762914
NZ_LLJK01000019.1-409,40900-41000,69,0.412610773442212
